14 07 26  03 07 01  17409  ?  61215  -4687.11  ?  13.72 
14 07 26  03 07 31  17403  ?  61213  -4688.94  ?  13.72 
14 07 26  03 08 02  17402  ?  61218  -4689.25  ?  13.72 
14 07 26  03 08 32  17396  ?  61215  -4691.08  ?  13.72 
14 07 26  03 09 01  17393  ?  61220  -4692.00  ?  13.72 
14 07 26  03 09 31  17392  ?  61212  -4692.30  ?  13.72 
14 07 26  03 10 01  17392  ?  61218  -4692.30  ?  13.72 
14 07 26  03 10 31  17387  ?  61214  -4693.83  ?  13.72 
14 07 26  03 11 01  17386  ?  61217  -4694.13  ?  13.72 
14 07 26  03 11 31  17383  ?  61212  -4695.05  ?  13.72 
14 07 26  03 12 01  17377  ?  61219  -4696.88  ?  13.72 
14 07 26  03 12 31  17373  ?  61214  -4698.10  ?  13.72 
14 07 26  03 13 01  17363  ?  61214  -4701.15  ?  13.72 
14 07 26  03 13 31  17362  ?  61212  -4701.46  ?  13.72 
14 07 26  03 14 02  17364  ?  61220  -4700.85  ?  13.72 
14 07 26  03 14 32  17354  ?  61215  -4703.90  ?  13.72 
14 07 26  03 15 01  17358  ?  61219  -4702.68  ?  13.72 
14 07 26  03 15 31  17350  ?  61216  -4705.12  ?  13.72 
14 07 26  03 16 01  17347  ?  61221  -4706.04  ?  13.72 
14 07 26  03 16 31  17345  ?  61215  -4706.65  ?  13.72 
14 07 26  03 17 01  17340  ?  61219  -4708.17  ?  13.72 
14 07 26  03 17 31  17329  ?  61214  -4711.53  ?  13.72 
14 07 26  03 18 01  17330  ?  61220  -4711.22  ?  13.72 
14 07 26  03 18 31  17326  ?  61214  -4712.44  ?  13.72 
14 07 26  03 19 01  17325  ?  61220  -4712.75  ?  13.72 
